,coef1,coef2,coef3,coef4,coef5,coef6,coef7,coef8,coef9,coef10,coef11,coef12,coef13,coef14,coef15,coef16,coef17,coef18,coef19,coef20,coef21,coef22,coef23,coef24,coef25,coef26,coef27,coef28,coef29,coef30,coef31,coef32,coef33,coef34,coef35,coef36,coef37,coef38,name
condition1,0.041429112,0.148781678,-0.00426248,0.060792044,-0.009259881,-0.075852611,0.017281831,0.038226414,-0.005099135,-0.16587299,-0.107291573,-0.007060959,0.021669957,0.032205518,-0.018833842,0.002288363,0.005142235,0.032170256,0.33703044,0.098401757,-0.013077681,0.005097306,-0.127756093,-0.060196417,0.052621616,0.009061108,0.029617357,0.014619137,0.006053061,0.065338365,0.185286441,0.01079373,-0.104746924,-0.012371813,0.010519452,-0.032994584,1.432309278,233.9152513,condition1_3_2_10_0
condition1,-0.101326922,0.204843419,0.06625768,0.033734099,-0.030113749,-0.05481736,0.006051904,0.009048591,0.032575322,-0.156743166,-0.117958244,0.020304675,0.023870221,0.001945942,-0.012891814,-0.008366475,-0.003911846,0.010492385,0.496387908,0.182522929,0.04144376,0.008378952,-0.045338858,-0.04434768,-0.038552481,0.061104388,0.032410893,-0.193459846,-0.083221514,0.181203965,0.13537589,0.002597527,-0.011345432,-0.037704749,-0.040595583,0.001705705,1.429496924,203.677396,condition1_3_2_10_1
condition1,0.073420194,0.136182832,0.0024103,0.083506437,0.027548712,-0.047386529,0.02206404,0.024279878,-0.008324473,0.11779975,-0.107914681,0.023129876,-0.023509325,-0.110262357,-0.003785005,0.016048016,0.00856693,-0.004777276,0.166119115,0.145147647,-0.093016747,-0.037832061,0.065546862,0.006272932,0.061561028,0.001369219,-0.032676084,-0.053280449,0.008729997,-0.071504373,0.065451023,0.042338284,0.012105206,0.004834295,0.006491264,0.046274823,1.312479115,254.0219998,condition1_3_2_9_2
condition1,0.046999092,0.024169359,0.008904036,-0.019975432,-0.022431571,-0.04202505,-0.057864496,0.007022454,-0.01165382,0.042892939,-0.039149832,0.009200896,0.103560147,-0.025875726,0.020395558,-0.056976197,0.044404084,0.00235991,0.282169618,0.098735258,-0.000346013,-0.084184851,-0.054051923,0.018564709,0.051635475,0.000283715,0.036289825,0.045419619,0.016175654,0.031125078,0.016605139,-0.036890762,-0.088753298,0.001112023,0.015677914,0.006689542,1.444414521,247.0255692,condition1_3_2_9_0
condition1,-0.013651077,0.009754855,-0.088244991,0.160371035,0.023381002,-0.046790912,-0.009655123,0.018925522,-0.015796273,-0.255172901,-0.215680702,-0.112155275,0.010589464,0.042428497,0.024788117,0.022847559,-0.050334744,-0.011589949,0.564253999,0.080472622,0.18344408,0.163690957,0.055356093,0.054888727,-0.01902573,0.032223374,-0.001775652,-0.287219518,-0.376823469,-0.092091239,0.150905861,-0.061927868,0.013965254,0.003619057,-0.038020526,-0.009096388,1.443088984,195.8511093,condition1_3_2_9_1
condition1,-0.049066196,0.156036142,0.006883649,0.006899602,0.002394171,0.011911228,-0.032890044,0.02198949,0.014698093,-0.206016698,-0.057076988,0.023949267,0.027854756,-0.062878422,0.023394773,0.025929111,-0.022251676,-0.012174146,0.512554615,0.092451879,-0.096602658,-0.059930757,0.056045601,-0.000890691,0.033470952,0.012203306,-0.00769807,-0.01874991,0.059991334,0.118385185,0.031138629,-0.069327911,-0.047936902,0.018899083,0.074107797,-0.00130831,1.255428191,235.8395119,condition1_3_3_10_2
condition1,0.090138156,-0.026251193,0.022294763,0.017632947,0.032195063,-0.013520438,-0.024317668,-0.005896723,-0.022512752,0.155157082,0.068176548,0.005412393,0.007641048,-0.085379547,0.017472738,-0.043362401,0.027673089,0.005505732,0.044300447,-0.072040851,-0.024438222,0.007412096,0.013677094,-0.043902761,0.052952419,0.01783282,0.004773665,0.042778206,-0.064120187,0.062454916,-0.001221843,0.030813023,-0.006404139,0.011716518,0.013936741,-0.007199243,1.286870245,248.1239744,condition1_3_3_10_1
condition1,0.002854041,0.108581254,-0.086871618,0.076219748,-0.164012606,0.014661043,-0.025531711,-0.041905452,0.021892192,-0.144781091,-0.131020987,0.086028774,-0.010145388,-0.010333022,-0.059738825,-0.05530243,0.067348565,-0.038405534,0.394673385,0.164401165,-0.013060735,-0.197269213,-0.114811695,0.088133664,-0.007618407,-0.017852872,0.039977995,-0.020530724,0.017038715,-0.053810273,0.140467677,-0.206237065,-0.158846521,-0.056957761,-0.081919807,0.007231382,1.15860749,209.8629329,condition1_3_3_10_0
condition1,-0.090023579,0.025756845,0.050173422,-0.024062567,0.097246029,0.036313643,0.017136817,0.001138257,-0.000431001,-0.115824208,-0.11204643,-0.033956934,-0.111441183,-0.115564434,0.035203059,0.029738618,0.033945818,-0.013207566,0.311556015,0.088850503,-0.0931574,0.104684275,0.139669294,0.065543445,-0.012484281,-0.022066655,0.041349054,-0.147304299,-0.092285762,-0.035366939,-0.037826483,0.018227367,0.026383968,0.020413025,-0.015720742,-0.015975089,1.204294961,237.4043293,condition1_3_3_1_0
condition1,0.046563152,0.169788493,-1.54E-06,-0.047166947,0.061738598,-0.029935416,-0.036106923,-0.041294642,0.02401394,-0.599420658,-0.159318987,0.040877788,-0.078161787,0.018458281,0.035896166,-0.041998512,0.034037531,0.024914863,0.589546727,0.098690553,0.111269213,0.192021003,-0.058126574,-0.117288608,0.036637746,0.068452654,-0.018495069,-0.327738129,-0.014711289,0.132422731,0.017701445,0.075949102,-0.061852903,-0.02036069,0.000943371,0.029253128,1.303543037,209.4872946,condition1_3_3_1_1
condition1,-0.054240088,0.160794495,0.018497979,0.051727134,0.04641777,-0.044962587,-0.02956069,0.028948101,0.011215267,-0.118727435,0.05690217,0.051695061,-0.041189924,-0.03844737,0.006113976,-0.017231237,0.005374852,-0.002727985,0.438440755,0.040243788,-0.046606344,0.001727054,-0.009235616,-0.006213164,0.072201933,-0.009022441,-0.024643379,0.065160701,-0.018892257,-0.166353589,0.119655024,0.098295376,-0.100419924,0.015533322,0.060541192,-0.016234495,1.677657529,194.6069112,condition1_3_3_1_2
condition1,-0.151465179,0.146242563,0.095636742,0.051215642,0.00090637,-0.075264807,-0.045813345,0.015130458,0.006631599,-0.114474274,-0.131348624,-0.021287424,0.019234296,0.049277791,-0.02520323,0.017777547,-0.019127481,-0.001606941,0.37610211,0.233918658,0.032455102,0.059188905,0.003671108,-0.031076564,-0.063273429,0.009847221,0.011426148,-0.082090178,-0.132395255,0.043666429,0.163726682,0.128406025,0.020931281,-0.040810456,0.003533436,-0.003189638,1.289641461,222.2394572,condition1_3_3_9_2
condition1,-0.058776332,0.164485678,-0.069662079,0.06654847,0.066275825,-0.011972851,0.002348084,-0.015886381,-7.43E-06,-0.11947861,0.010444974,0.058949393,0.026851212,-0.016770641,-0.003511031,-0.001304683,-0.000651109,-0.037740613,0.311898309,-0.061366534,-0.075166662,-0.007347825,-0.070233161,-0.059479372,0.041893583,-0.014394684,0.0068226,0.032263986,0.076975011,-0.085661687,0.177945368,0.075736443,-0.056154135,-0.029887229,0.003442912,-0.015424565,1.327404305,228.3243363,condition1_3_3_9_0
condition1,-0.050208915,0.061976822,0.012279046,-0.012295257,0.011796504,-0.008438089,-0.013126601,-0.008929768,0.014867069,0.072764311,-0.022465917,0.060824617,0.00753931,-0.028213937,-0.026437254,0.017005747,-0.012497988,-0.006379889,0.132895703,0.094649511,-0.080301313,-0.055879742,0.046317167,-0.01119592,-0.021520442,0.003776107,0.032081923,0.092460778,-0.022985556,-0.025315839,0.00195777,0.036234723,-0.010378426,-0.003789365,-0.028171997,0.013957823,1.425340838,223.7122491,condition1_3_3_9_1
condition1,-0.045616534,0.025651231,0.029772616,-0.005359533,0.046059969,-0.053648056,-0.017972852,0.033964535,0.019457778,0.149115578,-0.080966728,-0.000874237,0.024976408,0.016924424,-0.026674705,-0.041562621,-0.024073262,-0.015154041,0.221435619,0.126287545,-0.028317741,-0.044795912,-0.013343086,-0.009904781,0.003953403,0.021215475,0.051945926,0.045603416,-0.000521418,-0.014593156,0.042300546,0.028948884,-0.033236077,-0.048496504,-0.00652324,0.009183014,1.460932803,235.5237366,condition1_3_2_2_0
condition1,0.053803687,0.076069797,0.02919374,-0.024719906,-0.032208235,0.003285633,0.003334165,-0.030158146,-0.003559151,-0.157043637,-0.038344004,0.039088704,0.017132642,-0.09172306,0.008201193,0.027056008,0.012150706,-0.031389379,0.314958089,0.113817571,-0.093789086,-0.075624138,0.040071466,0.026912438,0.020998569,-0.013802708,0.003552479,-0.023172646,0.031141939,0.03517045,-0.027672192,-0.060818532,0.005879164,0.029532971,-0.011130609,-0.010577912,1.252379048,251.8711432,condition1_3_2_2_1
condition1,0.060977724,0.084348136,0.065678363,-0.013335807,0.026586881,-0.016492314,0.0027947,0.00149544,0.002302528,0.094537304,0.05713755,0.084919128,-0.035720116,-0.042193927,0.014651016,0.026939923,0.014842136,-0.010438162,0.252058481,-0.056422983,-0.142266,0.030323609,0.067214926,-0.041265876,-0.023038816,0.029712956,0.026432596,0.029306326,-0.052373434,0.007899409,-0.024597122,0.06903406,0.028659683,-0.044313601,-0.01234278,0.021213828,1.468671295,248.321646,condition1_3_2_2_2
condition1,0.177439531,-0.009188572,-0.04007681,-0.038568246,0.040792448,0.007115894,-0.008434898,0.03792452,-0.0054009,0.276540856,-0.050353601,0.036545575,0.038227431,-0.000166057,-0.044004615,0.029098466,0.00119243,-0.025071109,-0.189158529,0.202138705,-0.037875128,0.01189812,-0.047244922,-0.013751985,-0.019718813,-0.003694928,0.032456838,0.324437646,0.003478339,-0.061285276,-0.00273101,-0.010745558,0.000284741,-0.017243124,0.010377379,-0.005761412,1.278193126,239.1786103,condition1_3_2_3_2
condition1,0.009080714,0.130548673,0.058020593,0.036860147,-0.06830328,0.030991748,-0.041434148,0.01721268,0.000190958,-0.085034105,0.071458337,0.024831052,-0.0125524,-0.004204921,-0.014771674,0.065570457,-0.02703154,-0.010258035,0.510038649,0.009310983,-0.134616758,-0.08204853,0.095468601,-0.022530024,-0.115532216,-0.008086129,0.021041662,0.041631649,-0.037090601,0.019592857,0.046540278,-0.016867362,0.081169429,-0.028460339,-0.026392258,-0.031323211,1.486262287,209.0743135,condition1_3_2_3_0
condition1,0.007123008,-0.088155596,0.059462868,0.035476612,0.003393768,0.035364856,-0.009728623,0.001635157,0.010112415,0.242432324,0.051737092,0.037942524,0.022075362,-0.049424428,0.025441608,0.006099386,0.003316437,-0.020604968,0.144140515,-0.068515074,-0.062881628,-0.015957298,0.018313631,-0.035428237,-0.008371059,-0.003125009,0.007178685,0.071546315,-0.126131598,-0.002616628,0.030678012,-0.008607355,0.014263564,-0.016424805,0.017659305,0.004219169,1.626434345,212.0515903,condition1_3_2_3_1
condition2,0.139736264,0.085431693,-0.033917288,-0.019886661,0.017851608,-0.010497965,-0.008148355,-0.004615979,-0.008292757,0.091673816,0.087543279,0.095345978,-0.062494901,-0.007443795,0.045820461,-0.004122743,-0.008240879,0.014365717,0.187903893,-0.098489132,-0.081638937,0.076972903,-0.047859271,-0.017950027,-0.00352647,-0.01913166,-0.02701444,0.055163392,-0.04795605,-0.006306653,0.015750835,0.020418127,-0.063668465,0.019119213,0.030709277,-0.029858223,1.410241092,208.886158,condition2_3_1_9_2
condition2,-0.029232283,0.036314409,0.097180782,0.155671285,-0.020673315,-0.002332327,-0.026939838,0.011546244,-0.027207624,-0.052182393,-0.206825298,-0.065785593,-0.017150155,0.104045924,8.81E-05,-0.004317373,-0.028320315,-0.019133066,0.260263117,0.144303078,0.11190233,0.125033715,-0.014660533,0.022608124,-0.032454528,-0.0077624,0.001824848,-0.251346024,-0.138513747,0.068097886,0.144903955,0.026054481,0.040946866,0.041829385,8.34E-06,-0.00283232,1.285271193,206.7011229,condition2_3_1_9_1
condition2,-0.205401217,0.10082453,0.020866977,0.070655199,0.060087137,-0.028502823,-0.004786922,0.02360258,-0.021309836,-0.347225161,-0.100762478,-0.098464752,-0.029552184,-0.059337709,-0.016894502,-0.021913602,0.05921655,0.008218441,0.870704944,0.242464789,-0.081313712,0.019788795,0.101161705,-0.072025617,-0.005257449,-0.034511181,-0.029669873,-0.09013809,0.056756941,0.066275523,0.018437873,0.145755795,0.044653415,-0.031243966,-0.002083236,0.028509226,1.044699683,154.5181825,condition2_3_1_9_0
condition2,0.13067575,0.188403845,0.012499275,0.038908687,-0.013888936,-0.000200059,0.010906054,0.03274213,-0.014006865,-0.159304421,-0.028534668,0.074143935,-0.010662303,0.008481938,-0.042845515,0.019745946,-0.012242498,-0.012397176,0.593629443,-0.074552635,-0.143025256,0.082525543,0.087627781,0.011514953,-0.083025647,-0.016581841,0.036711338,0.074649808,0.06763264,-0.084502373,0.005468725,0.04218276,0.072945076,0.036680078,-0.016570969,-0.01864589,1.319076192,195.3425398,condition2_3_1_1_1
condition2,-0.133715541,-0.038469955,-0.008639846,0.001481665,0.006744897,-0.036420947,-0.010643672,0.002763841,-0.024213682,0.253642594,0.003486227,0.091431383,0.004482448,-0.023384647,-0.056815451,-0.011706872,-0.011864673,-0.020098225,0.187326594,-0.010391362,-0.073105538,-0.016481215,0.005075389,0.057853291,0.007225111,0.001869043,0.015144964,0.03468232,-0.086662982,0.028693488,0.010747678,-0.03334463,-0.035618894,0.027207304,-0.001744748,-0.005093771,1.362388024,201.4472004,condition2_3_1_1_0
condition2,-0.013918991,0.138204131,0.01364807,-0.005410368,-0.001804515,-0.032431865,0.006105333,-0.012842451,-0.014014891,-0.103556192,-0.082216439,0.051580395,0.022961514,-0.078470573,-0.004021357,0.026404776,-0.00686003,-0.000458612,0.412257562,0.116562606,-0.160628371,-0.092336943,0.031027066,0.068475126,0.053173103,-0.010134648,0.009279612,-0.069966016,0.073475531,0.066973048,0.032410006,-0.053990407,-0.046220372,0.059944775,0.053098193,-0.026591429,1.158061034,215.3438574,condition2_3_1_1_2
condition2,-0.085603995,0.079305201,-0.037330798,-0.075854457,-0.003430052,-0.010435746,-0.021305209,-0.009765219,0.008357872,0.022690144,0.063772251,0.097087206,0.035437606,-0.00385944,0.018056632,0.003704161,-0.008182635,0.004476207,0.344098731,0.037362187,-0.202015956,-0.038280341,0.09704838,0.009430746,-0.050538474,-0.00047798,0.030949007,-0.038875842,0.016755835,-0.105098718,-0.086566679,0.011711465,0.008538161,-0.019638619,-0.062340045,0.003547634,1.207119401,223.1672118,condition2_3_1_3_2
condition2,0.189706937,-0.026030202,-0.023579481,-0.050838421,0.040886604,-0.016190346,-0.012927078,-0.026991796,-0.028556348,0.453349204,-0.217922035,-0.008423337,0.057022373,0.103400658,-0.019773217,0.037936865,-0.018790961,0.040972771,-0.482993611,0.101672131,-0.129486751,0.13392007,-0.066047392,-0.109826364,-0.022205385,0.009734725,-0.020457807,0.500046981,-0.305471887,0.021931812,-0.096300549,0.043170208,-0.021342804,-0.012605564,-0.094233194,0.013250806,1.180619046,188.6186874,condition2_3_1_3_1
condition2,-0.072467534,-0.005707414,-0.005332351,0.019554349,0.065701481,-0.013451581,0.003690694,0.011668156,-0.006570803,0.145816339,-0.021896548,-0.00345204,-0.006606029,-0.013943676,0.018817005,0.000697837,0.043525731,-0.010073384,0.105690878,0.06530733,-0.088882277,-0.010462934,0.04450164,-0.012078746,-0.03510008,-0.005860588,-0.008842284,0.003055996,-0.115275892,-0.058556557,0.001614483,0.025303336,-0.027652869,0.00896551,0.013730933,-0.011982385,1.346161767,214.7692851,condition2_3_1_3_0
condition2,0.065230523,0.209247935,0.019836022,0.026679765,-0.028408347,-0.018133333,-0.012847026,-0.002163435,0.000654986,-0.175450904,-0.05361842,0.006349039,0.001833561,-0.015071037,0.028995734,0.053781923,-0.054249196,-0.002962655,0.605360781,0.112336591,-0.152518953,-0.119626951,0.042665664,0.020404336,-0.00300867,-0.011661937,0.000567815,-0.054232137,0.116544395,0.121254309,0.033601626,-0.104955607,-0.001426488,0.019528036,0.030399827,0.007166463,1.204424395,209.1774111,condition2_3_1_2_1
condition2,0.207889237,0.029382912,0.072241209,0.050398102,0.0008315,-0.046414712,0.022353574,-0.003057612,0.022476154,0.135142512,-0.039673575,0.07354951,0.044122514,-0.029897453,-0.010869852,-0.003006599,0.034703616,0.019461584,0.18671383,-0.039530037,-0.120214997,-0.048539478,0.052026361,0.006153753,0.011594864,-0.038947132,-0.02021763,0.133608984,-0.043641799,0.057969252,0.031097188,-0.013051536,-0.036096932,0.025830733,0.019475942,0.005776755,1.433336323,199.9398193,condition2_3_1_2_0
condition2,0.080906504,0.130165067,-0.033961402,-0.015636782,0.078449038,-0.044561957,-0.023629121,-0.003052174,-0.020014092,0.055650853,-0.012947527,0.03093125,-0.012990296,-0.014184042,-0.025970965,0.009995614,-0.019009249,-0.005323001,0.161368667,-0.05284126,-0.096489189,0.046879509,-0.000989533,-0.017008619,0.031143835,0.00257363,-0.015976966,0.071859876,0.023033009,-0.061208163,-3.09E-05,0.05822647,-0.053882234,0.001374841,0.038609001,-0.019507861,1.305302068,238.1273828,condition2_3_1_2_2
condition2,0.091759091,0.030781734,-0.039826552,0.027443244,-0.040965864,-0.024328402,0.014488017,-0.018298902,-0.001591182,0.075632625,0.003091723,0.04445066,-0.021077488,0.02536008,-0.015359366,0.021274711,0.006689341,0.014736502,0.153798554,-0.050919648,-0.094407384,0.017377261,0.004440068,0.011026367,-0.019803794,-0.007283833,0.008325928,0.079677426,-0.052959202,-0.022205486,0.017644092,-0.047535793,-0.012997421,0.005085192,-0.027150947,0.007469208,1.37595425,218.440189,condition2_3_1_10_2
condition2,0.005366672,0.003045747,0.020000902,0.026031242,-0.021652826,-0.018220495,-0.021329727,0.001525556,0.016272958,-0.006264221,0.042899897,0.027093446,0.002859684,-0.011862213,-0.023250859,0.006866047,-0.010146215,0.003645227,0.27836745,-0.01087482,-0.035041241,-0.027052341,0.015512842,-0.052570512,-0.024937326,0.036476005,-0.005715384,-0.004634989,-0.098543288,-0.006317703,0.075395101,0.036133961,-0.033017228,-0.05684743,-0.000756537,-0.002807304,1.26295737,216.3565135,condition2_3_1_10_0
condition2,0.019619749,0.03099559,0.02270246,0.023340258,-0.012726398,0.004785107,-0.01446651,0.001450609,0.002334538,0.091568113,-0.045871876,0.029450473,0.006721873,0.002042001,-0.011024657,0.015992716,0.048359321,0.015045915,0.091337292,0.027920902,-0.080951561,-0.031093826,0.003337208,0.054681482,-0.009837331,-0.027163054,-0.005749993,0.098224153,-0.024124619,0.029044502,0.006467651,-0.025502169,-0.006254193,0.025347507,0.001094313,-0.012522753,1.382446287,195.2790708,condition2_3_1_10_1
condition3,0.090424363,0.111167986,0.027332262,0.044776672,-0.004425316,-0.010939912,0.035315117,-0.030514936,0.013680865,0.179465037,-0.092546599,0.128509981,0.087343152,-0.037041742,-0.025756861,-0.007025673,-0.011412146,0.000231034,0.114215908,0.181932337,-0.174735044,-0.133256366,-0.020574699,0.081157153,0.054032529,-0.045350504,-0.030743272,0.111100081,0.0953911,0.018214112,-0.003004708,-0.050392118,-0.009437867,0.051175605,0.003965101,-0.007322502,1.36053709,210.4052064,condition3_2_3_2_1
condition3,0.073370049,0.121837885,-0.005182639,-0.030338118,0.045015332,-0.054967481,-0.01196968,-0.021454047,0.031428778,0.093041452,0.011930592,0.067274729,-0.002878973,-0.004959579,0.016496227,0.02930872,-0.023689028,0.005368928,0.35155576,-0.022047064,-0.15558033,0.052508455,0.022699391,-0.055101874,0.030765766,0.007961003,-0.028938907,0.081208414,0.017455046,-0.025135136,0.039863651,0.063168518,-0.06293966,-0.045987048,0.031328011,0.015633925,1.660867699,170.1812746,condition3_2_3_2_0
condition3,-0.015807412,0.16399416,-0.028617067,0.031345984,0.02547373,-0.0261381,0.014918271,0.018165476,0.002938588,-0.080633023,-0.076962082,-0.022020272,0.007005883,-0.055276504,-0.031964147,0.001817508,-0.003398297,0.025828891,0.309874123,0.057221796,-0.055354695,0.048162004,0.011884838,0.03396526,0.026683612,-0.016312888,-0.053580822,-0.029978147,-0.02599807,0.020254665,0.080498508,-0.029531398,0.014909032,0.061063688,0.07457747,-0.007648431,1.197232205,235.2657247,condition3_2_3_2_2
condition3,-0.032479339,0.142112008,0.061448586,0.034032478,-0.011938762,-0.021686417,0.016809662,0.024428171,0.013116611,0.036109184,-0.115616578,0.039355941,0.036762077,0.002327659,-0.070299162,0.012219237,-0.012628339,0.019096578,0.22250891,0.092510698,-0.082120339,-0.039558707,-0.021391785,-0.022469941,-0.010483036,0.047517282,0.021796015,-0.020921481,-0.011061539,0.098125969,0.118640709,-0.019788718,-0.07129019,-0.004313867,-0.009435746,0.037647278,1.384580608,207.2986209,condition3_2_3_3_2
condition3,-0.030977495,0.156331498,-0.011688997,0.011480071,-0.011729915,-0.042704196,0.009745453,-0.041988873,-0.018305422,-0.027730424,-0.078551555,0.027729858,0.034619487,0.001318595,-0.026378283,0.030172183,0.015770024,-0.032741421,0.443320976,0.082500297,-0.09102278,-0.144163298,-0.033952053,0.067944119,0.024196405,-0.023324649,0.008068069,0.024342787,0.079252572,0.118653485,0.084586221,-0.112910301,-0.05464301,0.013772466,0.011516413,0.016812893,1.480036738,190.4343661,condition3_2_3_3_1
condition3,-0.065733224,0.184164123,0.084553889,0.097103804,-0.062622403,-0.058877767,0.01160472,-0.001628021,0.001350674,-0.030231704,-0.177239974,-0.008728672,0.062118806,0.027819179,0.034590498,-0.012484148,-0.045635333,-0.003602238,0.361039889,0.115833597,0.086993292,0.123209768,-0.042207209,-0.111428361,-0.027927078,0.023421455,0.035679771,-0.316104619,0.017844808,0.14013786,0.160926083,0.004398596,0.084770148,0.007730142,-0.005934763,-0.021064271,1.385184876,190.6807843,condition3_2_3_3_0
condition3,0.169833704,0.006001921,0.029558127,0.021603077,-0.020888778,0.014428542,-0.0076109,0.043893139,-0.025699653,0.140540811,0.028452931,0.011443999,0.02631035,-0.039293101,0.035259054,-0.02149435,-0.001130961,-0.013877538,0.190090956,-0.109805798,-0.054559487,-0.025443919,-0.007847604,-0.040998792,0.0417986,0.010307515,-0.013544674,-0.068206648,-0.010679498,0.011226588,0.048157074,-0.012851646,-0.037879326,0.019821612,0.024167227,-0.030405772,1.385710293,189.9930116,condition3_2_3_10_0
