,coef1,coef2,coef3,coef4,coef5,coef6,coef7,coef8,coef9,coef10,coef11,coef12,coef13,coef14,coef15,coef16,coef17,coef18,coef19,coef20,coef21,coef22,coef23,coef24,coef25,coef26,coef27,coef28,coef29,coef30,coef31,coef32,coef33,coef34,coef35,coef36,coef37,coef38,name
condition1,0.031711635,-0.030968049,-0.011584762,0.004313971,0.018322658,-0.012248963,-0.017831058,-0.002179649,-0.001821597,0.167825163,0.023698822,0.020545755,0.029100237,-0.021156655,-0.03086256,0.026192664,-0.013327284,0.019468215,0.012521181,-0.043496029,-0.054797636,-0.001683134,0.035040048,0.002650878,-0.019201699,0.008941826,0.026401437,0.050553012,-0.10700277,0.011190232,0.037863898,-0.012968427,0.001123542,0.016434839,-0.005158855,-0.004322321,1.350552369,163.8722365,condition1_3_2_ii_1
condition1,-0.070335626,0.023152543,0.049678098,-0.029433122,-0.00262855,-0.030426216,-0.023521899,0.004944135,-0.00052,0.072718002,0.004123986,0.063827457,0.000974049,0.002600599,-0.027836343,0.006287743,-0.006907658,-0.004243135,0.171025421,0.074036444,-0.074121528,-0.024112131,0.035070405,0.007846929,-0.019653495,0.010413633,0.001159477,0.004498266,-0.072383238,-0.029910219,0.039292701,0.028222108,-0.00893645,-0.00933594,-0.004671635,0.029147375,1.393535997,92.06733837,condition1_3_2_ii_0
condition1,0.017025342,0.02487185,-0.026031903,0.048401873,0.000917264,0.025517228,0.002067667,-0.017208594,-0.011367094,0.204178387,-0.000243762,-0.000742951,0.02712937,-0.038679389,-0.000501472,0.026593078,0.001985851,0.010331783,0.146367895,-0.070315687,-0.147513606,0.044622169,0.063854699,-0.028839393,-0.014513275,0.022734646,0.003301522,-0.039676667,-0.136910999,0.030890966,0.04672438,0.001327852,0.013835705,-0.014694294,-0.004360692,-0.017268263,1.652984247,120.857548,condition1_3_3_i_2
condition1,0.052983226,-0.017072923,-0.045409612,0.032849476,0.045195112,0.003679888,-0.014626408,0.008163591,0.016530971,0.205916473,0.045833005,0.044424799,0.047146594,0.017133689,0.005625955,-0.016186071,-0.00307206,-0.02567781,-0.002842095,0.04630655,-0.024624986,-0.075060544,-0.020173203,0.004737815,-0.001443843,-0.013647571,0.007146951,0.186021298,-0.0694294,-0.080518256,-0.008164945,0.009183075,-0.000768345,-0.016430038,-0.006803681,-0.010533211,1.434081384,143.9568372,condition1_3_3_i_1
condition1,0.074254027,-0.040358281,0.058962141,-0.033433324,-0.00596608,-0.038594823,-0.000350556,0.005306902,0.015394372,0.145655681,-0.046821734,0.031382665,0.007590069,0.001161939,0.002614673,-0.019345516,0.024106128,-0.017077956,0.180121578,0.000307742,-0.039942391,-0.025705388,0.021008869,0.002571943,-0.012476688,0.019910134,0.008285501,-0.010819573,-0.101598446,0.024965988,0.054708034,-0.00692549,-0.027957399,-0.026992343,0.017827272,-0.00359885,1.51472689,102.3103576,condition1_3_3_i_0
condition1,0.11418473,-0.029538561,-0.034786872,0.0761808,-0.042793202,-0.043623731,-0.014309768,-0.025419786,0.00572212,0.262119959,0.027169393,0.047522295,0.003365886,-0.056066673,-0.007325275,0.029204534,0.016413465,0.032071357,0.028202678,-0.039096064,-0.100186843,0.082003951,0.056881506,0.007315943,-0.014250828,0.038224629,0.023108991,0.068470285,-0.19815501,0.027942107,0.035489103,-0.059294913,-0.028276226,0.010964779,-0.022653603,-0.012287042,1.609348793,135.2569675,condition1_3_2_iii_2
condition1,0.002988202,-0.067704904,0.047286084,0.003648332,0.024435097,-0.011611312,0.008421759,0.019666279,-0.009624958,0.155175062,0.007894444,-0.000455266,0.040835279,-0.024833829,0.027578276,0.005047143,0.015006881,-0.018267137,0.144700924,0.000131727,-0.053580359,0.00249899,0.010170504,-0.028420659,-0.000160149,0.004176283,0.003371369,0.011862043,-0.115044013,0.009015548,0.067523408,0.018498917,-0.016348387,-0.000725278,0.02656919,-0.007723828,1.614316946,99.31589299,condition1_3_2_iii_0
condition1,-0.054535596,0.077034995,-0.001469402,0.031207551,-0.005812587,-0.00658901,-0.007011984,0.011673648,-0.001274138,0.301012805,-0.015586705,0.008779501,-0.029550469,-0.051946143,-0.016588063,-0.034348631,-0.002509235,-0.029557234,0.185223123,0.033647996,-0.128926373,-0.009971608,0.024059524,-0.0073012,-0.015951234,0.012637628,0.003570405,-0.028925618,-0.212231498,0.000135587,0.073187297,0.005047728,-0.015676406,-0.00303034,0.030737822,0.028686231,2.002347939,104.9697576,condition1_3_2_iii_1
condition1,0.077004698,0.100714133,-0.078961451,0.058876066,0.030417703,-0.044389728,0.005254879,0.025531755,0.02160917,0.018852568,0.014560201,-0.003073605,-0.007812123,0.016632637,0.007699881,-0.00883503,-0.026980029,-0.012533355,0.324220394,-0.081210049,-0.057058341,0.009075286,-0.090047888,0.008284708,0.011665252,0.018264192,0.058637917,0.051321023,-0.140840547,-0.049451448,0.187896312,-0.029491401,-0.103349343,0.037262412,-0.011189986,0.012322798,1.66613207,127.0268237,condition1_3_3_iii_2
condition1,0.127716172,0.117421835,-0.036606495,-0.018342419,0.001595709,-0.004613334,0.004185814,-0.008916164,0.001073768,0.300924155,-0.020369098,0.085190259,-0.012850538,-0.059833396,0.016719136,0.015886416,0.010120884,-0.017794787,0.31023803,-0.040400652,-0.187452807,0.020837467,0.066039269,-0.002364778,-0.035643543,0.005277991,0.035716725,0.087679399,-0.174750078,-0.023318441,0.035722813,-0.006966684,0.007722624,-0.017464331,0.013279196,0.002160594,2.279364004,103.9089787,condition1_3_3_iii_1
condition1,-0.0411654,-0.06554888,0.023842426,-0.023476642,0.026181081,0.011145986,0.020176238,0.026383069,0.008795731,0.204764925,-0.032384838,0.016442536,-0.014393518,-0.037678136,-0.016202967,0.008549589,0.022901554,-0.006661535,0.252497261,-0.018817248,-0.062704709,-0.038112476,0.027966289,-0.020344319,-0.032712565,0.018110345,0.011510127,-0.053792877,-0.196868329,0.009703411,0.035750038,-0.028455465,-0.030341577,-0.030968392,0.001327702,0.002713418,1.883170365,76.08545003,condition1_3_3_iii_0
condition1,-0.026997604,0.017703001,0.001824902,0.019199791,0.005894134,-0.01500259,0.00846777,0.006785672,0.017456436,0.140189505,0.033047524,0.032415489,0.015341864,-0.034763561,-0.008390564,-0.013989913,-0.002811736,-0.004256467,0.140645709,0.072891478,-0.046807734,-0.079181482,-0.013569933,0.015705903,0.001372291,2.66E-05,-0.004887677,0.033855328,-0.060621098,0.000582495,0.058451772,-0.013481454,-0.007083749,-0.036906251,0.010577582,0.009796581,1.575638748,119.4044165,condition1_3_3_iv_2
condition1,0.079904047,0.063472282,-0.045091152,0.030518383,0.03986975,-0.003151351,-0.033624719,0.025756442,-0.016570943,0.25182192,-0.030736499,0.003675348,0.02295709,-0.034497525,0.021869318,0.001367946,-0.010385227,0.016900533,0.072805326,-0.054504317,-0.095395722,-0.001182031,0.009626247,-0.013853186,-0.003522014,-0.008592965,-0.006110797,0.055533533,-0.212009083,-0.029990238,0.06897794,-0.003224817,-0.016847129,0.019670516,0.021345946,0.014332137,1.685165706,104.6117945,condition1_3_3_iv_1
condition1,0.040554771,-0.026469945,0.004368327,0.019087566,0.020249266,-0.009337275,0.016836322,0.002224325,-0.020684001,0.050642458,-0.03767897,-0.022600754,0.004158288,-0.028565501,0.037048415,0.008377275,0.03065101,-0.007408682,0.160478324,-0.05309223,-0.062240781,0.057925403,0.033831374,-0.008910532,0.007001568,0.007041798,-0.00277697,-0.067234858,-0.097653731,0.048240414,0.042996697,-0.014022655,-0.024119553,0.006362627,0.00017302,-0.015981827,1.471335946,82.63635167,condition1_3_3_iv_0
condition1,-0.055930018,0.06796091,0.000717465,0.01523041,0.020706705,-0.010594468,-0.043477816,-0.024215747,0.004373187,0.04922827,0.09440771,0.05693003,-0.011785949,-0.019318462,0.020656984,0.001668948,-0.009325142,0.010405001,0.243858179,0.024125358,-0.102683298,-0.002156124,-0.001807728,-0.000926095,0.037018164,0.010305614,-0.011557318,0.036113904,-0.075042193,-0.040700289,0.041332392,0.062781214,-0.032997274,-0.05819039,0.023245451,0.015225756,1.516008309,124.2429134,condition1_3_2_v_2
condition1,-0.024847721,-0.050385492,0.023933142,-0.003332167,0.029994399,-0.039259568,0.025394197,-0.003171038,0.01070606,0.115384152,-0.005066302,-0.01058474,-0.003901327,-0.029710369,0.008207081,0.018948487,0.00652298,0.017847136,0.190712801,-0.000223353,-0.063285665,-0.00960743,0.034546529,0.002276035,0.014599215,0.018409193,-0.001458893,-0.046492276,-0.133278047,0.017170275,0.044463595,-0.020250838,-0.028873794,-0.004154574,0.02564542,0.008991922,1.615606022,82.03203707,condition1_3_2_v_0
condition1,-0.010083583,-0.03796831,0.034085362,0.083789073,-0.035521242,0.033618402,0.037184876,-0.012522326,-0.005250001,-0.016429724,-0.013912239,-0.252196698,0.039816284,-0.007413939,0.013340392,0.069524893,0.012432124,0.017875415,0.377878874,-0.029367672,0.065240978,0.029854932,0.153646986,0.006288325,0.022084746,0.019912198,-0.029777893,-0.146454745,-0.340818044,0.064457841,0.092739758,-0.046922525,0.009993079,-0.010912454,0.087825603,-0.014855651,1.542790885,99.29611402,condition1_3_2_v_1
condition1,0.12240853,0.063335949,-0.036038398,0.073557475,-0.013557067,-0.028097838,0.01789758,-0.001027241,-0.003813469,0.107270362,-0.042031964,0.042309156,-0.001606347,-0.029443124,0.020768959,-0.011595781,-0.011310128,0.001976568,0.102933722,-0.017080493,-0.092635087,-0.004690605,-0.008781558,0.009178131,0.034748811,0.000392317,0.004061723,0.049094418,-0.063759461,0.065715585,0.068271313,-0.043219857,-0.017760371,-0.004976561,0.011154556,-0.007153639,1.615901402,121.1801331,condition1_3_2_iv_2
condition1,0.012912358,-0.057931401,0.021667775,0.014269839,0.011809972,-0.015099527,-0.013975979,0.019164142,-0.024002522,0.109995589,0.00111963,-0.017332993,0.010369582,-0.008370077,0.014702154,0.006308455,0.026488065,-0.006917716,0.144525742,-0.008023713,-0.061535681,0.004919851,0.03069048,0.004248753,-0.024816046,-9.44E-05,0.016153398,-0.015201575,-0.144488765,-0.019339926,0.043718288,-0.006538919,-0.013392524,0.002589843,-0.00083157,-0.007468082,1.837111709,64.97938011,condition1_3_2_iv_0
condition1,0.038811706,0.06171062,-0.018822289,0.015760061,0.016789899,-0.029506702,0.009410722,0.00329102,0.001255865,0.28560476,-0.013412105,-0.011363543,0.034793713,-0.024494282,0.006036068,-0.00303574,0.010223727,-0.015075014,0.102933761,-0.01499198,-0.106468144,-0.011547027,0.021267242,-0.018711271,0.002099118,-0.000586385,-0.001523811,0.002294851,-0.166131917,-0.000857639,0.053675509,-0.01748517,-0.029625263,-0.006418561,0.031846191,0.010492828,1.773645924,109.972409,condition1_3_2_iv_1
condition2,0.069006628,0.128911166,-0.056060399,0.030327353,0.050117494,0.020137434,-0.026801492,-0.010722615,0.014394488,-0.173183651,0.119951104,-0.004520949,-0.048550242,0.005368964,0.029595427,0.050054169,-0.010470947,-0.032853075,0.374654613,-0.156049002,-0.027647154,-0.001428021,-0.062935873,0.010466437,-0.043482622,-0.037283325,-0.002341541,0.192082216,-0.093100027,-0.17410286,0.161204347,0.033597688,-0.061953092,0.031188105,-0.015926989,0.006896963,1.279332383,116.7176471,condition2_3_1_i_2
condition2,0.100225892,0.139527003,0.099734379,0.070345245,-0.03320548,-0.01334829,-0.001718569,-0.028850738,0.024253254,-0.127191864,0.032093912,-0.025358025,0.09963655,-0.039057556,-0.016850938,0.085320435,-0.012193259,-0.003247659,0.388505071,0.038374796,-0.060562746,-0.181516406,0.027934126,0.043628408,0.005250775,0.015552008,-0.064249423,0.076661769,0.028663142,0.199297679,0.098075687,-0.113573757,-0.035908648,-0.005885046,0.049759654,0.012117381,1.316239302,123.503685,condition2_3_1_i_0
condition2,0.001509541,0.010920966,-0.033995646,-0.015644206,-0.022321803,-0.040722606,-0.023314513,-0.007836438,-0.01446794,0.134885031,0.05348942,0.015257397,0.013716342,0.012621765,0.008626684,0.008858578,0.008588633,-0.012905406,0.117166719,0.000734801,-0.05571425,0.015928913,0.04780824,0.004989777,-0.008940116,0.018170757,0.012334088,-0.042195824,-0.080254484,-0.02119462,0.046361608,-0.00678256,-0.021384599,0.001117403,-0.00283172,0.003515779,1.310754678,113.3193593,condition2_3_1_i_1
condition2,-0.05254914,0.039049179,0.019053797,0.023782779,-0.01789599,0.004424546,-0.005833543,0.013325924,-0.008505061,0.120436706,0.04079669,0.036818563,0.002578397,0.000323234,0.012394038,-0.010600812,-0.01836487,-0.025647753,0.040653279,-0.042507275,-0.076566045,0.016837723,-0.000943689,-0.034970878,-0.015182761,0.03178732,0.010733871,0.011835737,-0.086320868,0.03220192,0.014622332,0.005509693,-0.029885575,0.007571748,0.022590455,0.016511552,1.311010562,136.5955549,condition2_3_1_iv_2
condition2,0.154972634,-0.020768882,-0.002061734,-0.016749989,0.013031319,-0.01379366,0.015846376,0.000122337,0.010542419,0.073922798,-0.086835819,0.080942791,0.005479511,-0.002004393,0.016236044,0.011323048,-0.018843264,-0.005925406,0.13511945,-0.067090097,-0.057750396,0.012744396,0.015784384,-0.017522318,0.012337386,-0.001586518,-0.006870277,0.017653948,-0.107739322,0.064433142,-0.006936796,-0.033173061,-0.0199889,0.011416309,0.006194496,-0.000150191,1.30955554,101.1531156,condition2_3_1_iv_0
condition2,-0.015404923,-0.012035514,-0.041569842,0.020194052,0.002378542,0.024852076,0.012805731,0.014401494,0.030951784,0.235560218,0.040354727,0.010803143,0.009603976,-0.007035244,-0.022869072,-0.020967516,-0.017858838,-0.009169508,0.022137424,0.011966211,-0.084221434,-0.045243599,0.02774902,-0.018050622,-0.022187032,-0.055104722,0.014059026,0.038018233,-0.183203942,-0.078416414,0.047487788,-0.004035539,-0.017620617,0.005999769,0.009082409,0.020271205,1.514476929,110.4817693,condition2_3_1_iv_1
condition2,0.025126437,0.036628728,0.034786696,0.016042525,0.000973237,-0.01893066,0.010562721,-0.014528162,-0.006739643,0.057279207,-0.009411282,0.01876315,0.027646096,-0.035752974,-0.001077442,0.004436297,-0.008372005,0.00898911,0.078808913,-0.002057285,-0.061618012,-0.056351403,0.034912613,0.016930258,0.000637634,-0.00360788,0.002236922,0.044080875,-0.045419757,0.021551025,-0.013499966,-0.017893911,0.027877966,0.002351117,0.009533286,-0.017919385,1.405200427,122.7990311,condition2_3_1_v_2
condition2,-0.085016405,-0.079251958,-0.017497029,-0.062307461,-0.015540978,-0.033407964,-0.007824276,0.009596417,0.019508615,0.168300536,0.000587034,0.029577455,-0.021539928,-0.016147325,-0.016483591,-0.012356763,-0.000892821,-0.026753599,0.134790539,0.038787264,-0.061795819,-0.019279927,0.035615666,-0.00152495,-0.023671323,-0.009963027,0.009727786,0.035768605,-0.134005368,0.00638238,0.035952742,0.027937364,-0.005703855,-0.003612825,0.008501738,0.001781762,1.63478151,58.99515599,condition2_3_1_v_1
condition2,0.073421662,0.087049499,-0.036195806,-0.028109785,0.00777255,-0.020585631,0.027776018,0.008278657,0.002663953,0.148603533,-0.050392383,0.053501703,0.02372168,-0.028936714,-0.007785964,0.020459594,0.028557518,-0.024487519,0.122231051,-0.019466527,-0.149197557,-0.036591784,0.076312155,0.013014476,-0.042676748,-0.017215611,0.019028485,-0.010734851,-0.074577581,-0.010959578,0.032805668,-0.026705444,-0.006546634,0.04489293,-0.03508454,0.002369187,1.552559089,100.355955,condition2_3_1_v_0
condition2,0.017000422,0.093203796,-0.033389018,-0.005508713,0.023076842,0.023984658,-0.024333872,0.017970222,0.000719113,0.098611142,0.03021846,0.094398251,-0.002141098,-0.028970628,0.039789637,0.008656801,0.018004002,-0.001335884,0.104791522,-0.063912857,-0.13669853,0.021887102,0.07672308,-0.059581355,-0.025105907,0.020612783,0.026346399,-0.015949924,0.004302088,-0.061814031,-0.027817254,0.076749241,0.010770558,-0.058350644,0.019887309,0.021496245,1.458147199,127.7582664,condition2_3_1_ii_2
condition2,0.052434738,0.0402669,0.085783902,0.039336757,0.013722062,-0.018136088,-0.01840908,0.00812842,-0.011121054,0.012897474,-0.032819792,-0.129963054,0.049135073,-0.012725678,0.018548232,0.029461115,-0.016102974,-0.033508567,0.266689641,0.029088204,0.006731414,0.029830092,0.035069367,-0.060658762,-0.041497045,-0.035092094,0.014887025,-0.026140546,-0.149262556,0.112895202,0.144667146,0.037580258,-0.032246536,-0.009812354,0.009899765,-0.031905091,1.478863438,109.2534186,condition2_3_1_ii_1
condition2,-0.009648216,0.007333539,0.041136225,0.012187301,0.010034701,-0.023603064,0.008345667,-0.005944613,0.002557868,0.134900763,-0.020245798,0.002662595,0.020843179,-0.015926302,-0.009077337,-0.016707846,-0.011099197,-0.015853692,0.15954731,0.004827014,-0.062247435,-0.063287661,0.024937874,-0.013549574,0.001318495,0.014029598,0.019012833,0.026411088,-0.070571578,0.017706698,0.055299382,0.010292101,-0.012093537,-0.01501212,0.019504071,0.010403847,1.426313377,102.8363871,condition2_3_1_ii_0
condition2,0.129340408,-0.040228482,-0.006964221,-0.009756658,-0.004702733,-0.004269507,-0.001546468,0.01445934,-0.004907071,0.12879803,-0.052195993,0.024049325,0.004660081,-0.009066405,-0.00195024,0.014244369,-0.019364358,0.007062231,0.082118631,-0.070010299,-0.040761304,0.034327967,0.00107791,-0.015620777,-0.021317026,0.000475421,0.000827673,0.035039407,-0.095842962,0.042593376,0.031286408,-0.01786385,-0.021245098,0.018052427,-0.01102363,0.00296718,1.30693179,97.72928538,condition2_3_1_iii_0
condition2,-0.206705475,0.097319812,0.111279506,0.008846493,-0.024360066,-0.023430162,0.026407884,-0.004156466,-0.000496631,-0.02612833,-0.08045216,0.086692403,0.023881427,-0.044546645,-0.032450785,-0.002680025,0.012343964,0.003705576,0.231335888,0.258682139,-0.078499555,-0.068139588,-0.031506594,-0.010307242,-0.005836798,0.002816686,0.013041606,-0.104929608,0.038272013,0.134350618,0.087708743,-0.037197443,-0.052957256,-0.037120832,-0.017022183,0.018859971,1.376562721,123.5512236,condition2_3_1_iii_1
condition2,0.100830891,0.077791119,-0.130050959,0.044267129,0.02131819,-0.040146426,-0.014715745,-0.005827498,0.004429506,0.110749066,0.069847916,0.019910948,0.00918378,0.01503367,-0.017548589,-0.015023779,0.019092215,-0.004956938,0.120896189,-0.141712092,-0.022738794,0.042561603,-0.005255385,0.036401426,-0.036856691,-0.011694538,0.027168885,0.101550957,-0.110043516,-0.087993244,0.107347927,-0.045101833,-0.058041733,0.022899574,-0.021702329,0.000788822,1.639495703,106.0451508,condition2_3_1_iii_2
condition3,-0.015788507,0.010217467,-0.034378836,0.017339501,-0.04387477,-0.012420313,-0.000903963,-0.003088621,0.01213813,0.271761363,0.001879804,0.066919139,0.019959216,-0.012696504,0.031754195,0.020556689,0.029462497,-0.012387599,0.06505987,-0.055265272,-0.042278642,0.031106077,0.035680163,-0.006377748,-0.053210191,0.009956831,0.023172234,0.042159748,-0.118377973,-0.019386614,0.060516097,-0.014570806,-0.028859795,-0.023624422,0.004823095,0.002290413,1.654076111,113.386098,condition3_2_3_v_2
condition3,0.005578331,0.016081785,-0.018410434,0.015429544,0.018017127,-0.005116606,0.004610871,-0.001352562,0.006964652,0.283519002,-0.032657734,0.012456544,0.039134567,-0.023536945,-0.003422243,0.014044537,-0.016204013,0.007951091,0.054861086,0.010304486,-0.133642202,-0.000652543,0.021770426,-0.001332323,-0.002498958,-0.006708268,0.016590721,0.029089668,-0.179479641,-0.01684743,0.031797674,-0.026436766,-0.006525479,0.004648489,0.018534235,-0.015619203,1.518076457,86.40306932,condition3_2_3_v_1
condition3,-0.008588155,0.00363777,-0.032284767,0.031420633,-0.005333713,-0.015826534,-0.002842137,-0.002809702,-0.001686442,0.307679396,-0.046472571,0.001407304,0.020667155,0.009275027,-0.003102066,0.020570238,-0.00592545,-0.009457504,0.049922151,0.050350452,-0.072556107,0.040156937,0.030720154,-0.016826942,0.011291953,0.015310051,0.020289193,-0.043891422,-0.210431633,0.018358239,0.064777161,-0.018238454,-0.018751914,-0.014225046,0.042047533,0.009404207,1.611521215,93.06055726,condition3_2_3_v_0
condition3,0.018454435,0.059895026,0.018511405,0.015961163,-0.02274996,-0.017122006,0.015268451,-0.001049131,0.019715338,0.217396869,0.017628523,0.056394804,0.009789565,0.012977592,-0.016019294,-0.011267663,-0.0139569,-0.006003421,0.100222851,-0.039962599,-0.131169655,-0.010453665,0.020447869,-0.012131947,-0.030995394,-0.006641283,0.023245477,-0.001395845,-0.118199241,-0.00790537,0.050120891,0.022985743,-0.03429571,-0.00846284,0.006069696,0.00805292,1.612025105,106.0923932,condition3_2_2_ii_0
condition3,0.070682005,0.03626975,-0.049055042,0.033322858,0.015190118,-0.012784516,0.014770183,0.025682057,0.00453545,0.204735792,-0.022716639,0.064596921,-0.024240867,-0.018550672,-0.011709202,-0.016356393,0.005819864,-0.003376871,0.032874109,0.072955126,-0.109515118,0.077752985,0.025786244,-0.005543392,-0.012135525,-0.03058628,0.037101475,0.071885197,-0.077599366,-0.022315809,0.022267025,-0.025192665,-0.02556411,0.024964962,0.022983477,-0.009538143,1.684228257,117.9292493,condition3_2_2_ii_1
condition3,0.062509223,0.111163622,-0.026932047,-0.008154996,0.015279013,-0.036883936,-0.007559092,0.031454569,-0.009053943,0.188957034,0.018847004,0.004070966,0.019995793,0.005241091,0.019296909,0.014792777,-0.001653808,0.013016127,0.168494871,0.025243974,-0.09058685,-0.026859962,0.018773501,0.015807513,-0.004094551,-0.034730652,0.011527664,0.148196341,-0.098252241,-0.090361652,0.088918434,-0.001655141,-0.035111543,-0.005423949,-0.012844338,0.005115843,1.5641855,114.734476,condition3_2_2_ii_2
condition3,0.080016075,0.212200654,-0.04386734,0.007214178,0.016319629,-0.022577097,-0.011167483,-0.005701445,-0.033531448,0.083374334,-0.047314611,0.06710699,0.014217572,-0.060827353,-0.001523206,0.024869489,-0.001377078,-0.004292514,0.37578393,-0.029560254,-0.226808405,0.062184687,0.095671628,-0.030612,-0.059427979,0.03087494,0.035168054,0.071718356,-0.011606775,-0.020802563,0.024392321,0.057553591,0.047916053,-0.029824605,-0.016899775,0.012777353,1.670853772,89.57409181,condition3_2_3_ii_1
